Charstic_Name,Result_Value,Result_UOM_1,Rslt_Det_Cond1,Sample_Frac1,Analyical_Method,Method_Det_Limit,Result_Status,Comments_Txt,Lab_Accession,SubmittedTo_SEQ,Sample_Depth,Sample_Depth_UOM,Instream_Locaction,Sample_Type,Activity_Type,Activity_Name,Field_Activity_Date,Field_Activity_Time,STA_SEQ,Station_Name,Station_Type,Project_Name,Trip_Name,Location,State_Name,Municipality_Name,ADB_SegmentID1,SubBasin,Station_Long,Station_Lat,Station_Type_1,Org_Name_1,textbox24
Chloride,0.2,ppm,,,Inorganic Anions by Ion Chromatography,"2.500 ppm - Estimated Detection Level, 0.200 ppm - Method Detection Level (MDL)",,,190273-006,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/24/2019,12:00:00 PM,20122,Deming Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/24/19,850m upstream Under Mountain Road,Connecticut,CANAAN,,6202 - Wangum Lake Brook - Hollenbeck - Housatonic - Wangum Lake Brook,-73.294686,41.970555,River/Stream,CESE,Total count:   480
Silica,2.891,ppm,,,Dissolved Silica by Colorimetry,"0.050 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-006,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/24/2019,12:00:00 PM,20122,Deming Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/24/19,850m upstream Under Mountain Road,Connecticut,CANAAN,,6202 - Wangum Lake Brook - Hollenbeck - Housatonic - Wangum Lake Brook,-73.294686,41.970555,River/Stream,CESE,Total count:   480
Organic carbon,6.5,ppm,,,Total Organic Carbon by Combustion,"1.000 ppm - Estimated Detection Level, 0.500 ppm - Method Detection Level (MDL)",,,190273-006,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/24/2019,12:00:00 PM,20122,Deming Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/24/19,850m upstream Under Mountain Road,Connecticut,CANAAN,,6202 - Wangum Lake Brook - Hollenbeck - Housatonic - Wangum Lake Brook,-73.294686,41.970555,River/Stream,CESE,Total count:   480
"Alkalinity, total",83,ppm,,,Alkalinity by Titration,"6.000 ppm - Estimated Detection Level, 2.000 ppm - Method Detection Level (MDL)",,,190273-006,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/24/2019,12:00:00 PM,20122,Deming Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/24/19,850m upstream Under Mountain Road,Connecticut,CANAAN,,6202 - Wangum Lake Brook - Hollenbeck - Housatonic - Wangum Lake Brook,-73.294686,41.970555,River/Stream,CESE,Total count:   480
Ammonia-nitrogen,0.015,ppm,,,Ammonia Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-007,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/24/2019,2:15:00 PM,20129,Ocain Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/24/19,Adj Rt 63,Connecticut,GOSHEN,,6200 - Hollenbeck River - Hollenbeck - Housatonic - Hollenbeck River,-73.264893,41.899369,River/Stream,CESE,Total count:   480
Phosphorus,0.035,ppm,,,Total Phosphorus After Block Digestion,"0.010 ppm - Estimated Detection Level, 0.001 ppm - Method Detection Level (MDL)",,,190273-007,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/24/2019,2:15:00 PM,20129,Ocain Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/24/19,Adj Rt 63,Connecticut,GOSHEN,,6200 - Hollenbeck River - Hollenbeck - Housatonic - Hollenbeck River,-73.264893,41.899369,River/Stream,CESE,Total count:   480
Inorganic nitrogen (nitrate and nitrite),0.08,ppm,,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-007,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/24/2019,2:15:00 PM,20129,Ocain Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/24/19,Adj Rt 63,Connecticut,GOSHEN,,6200 - Hollenbeck River - Hollenbeck - Housatonic - Hollenbeck River,-73.264893,41.899369,River/Stream,CESE,Total count:   480
Total suspended solids,11,ppm,,,Non-Filterable Residue - TSS,"5.000 ppm - Estimated Detection Level, 2.000 ppm - Method Detection Level (MDL)",,,190273-007,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/24/2019,2:15:00 PM,20129,Ocain Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/24/19,Adj Rt 63,Connecticut,GOSHEN,,6200 - Hollenbeck River - Hollenbeck - Housatonic - Hollenbeck River,-73.264893,41.899369,River/Stream,CESE,Total count:   480
Turbidity,2.9,None,,,Turbidity by Nephelometry,"0.300 None - Estimated Detection Level, 0.100 None - Method Detection Level (MDL)",,,190273-007,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/24/2019,2:15:00 PM,20129,Ocain Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/24/19,Adj Rt 63,Connecticut,GOSHEN,,6200 - Hollenbeck River - Hollenbeck - Housatonic - Hollenbeck River,-73.264893,41.899369,River/Stream,CESE,Total count:   480
Organic carbon,3.6,ppm,,,Total Organic Carbon by Combustion,"1.000 ppm - Estimated Detection Level, 0.500 ppm - Method Detection Level (MDL)",,,190273-007,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/24/2019,2:15:00 PM,20129,Ocain Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/24/19,Adj Rt 63,Connecticut,GOSHEN,,6200 - Hollenbeck River - Hollenbeck - Housatonic - Hollenbeck River,-73.264893,41.899369,River/Stream,CESE,Total count:   480
"Alkalinity, total",31,ppm,,,Alkalinity by Titration,"6.000 ppm - Estimated Detection Level, 2.000 ppm - Method Detection Level (MDL)",,,190273-007,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/24/2019,2:15:00 PM,20129,Ocain Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/24/19,Adj Rt 63,Connecticut,GOSHEN,,6200 - Hollenbeck River - Hollenbeck - Housatonic - Hollenbeck River,-73.264893,41.899369,River/Stream,CESE,Total count:   480
Chloride,9.4,ppm,,,Inorganic Anions by Ion Chromatography,"2.500 ppm - Estimated Detection Level, 0.200 ppm - Method Detection Level (MDL)",,,190273-007,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/24/2019,2:15:00 PM,20129,Ocain Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/24/19,Adj Rt 63,Connecticut,GOSHEN,,6200 - Hollenbeck River - Hollenbeck - Housatonic - Hollenbeck River,-73.264893,41.899369,River/Stream,CESE,Total count:   480
Nitrite,,ppm,Not Detected,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-007,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/24/2019,2:15:00 PM,20129,Ocain Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/24/19,Adj Rt 63,Connecticut,GOSHEN,,6200 - Hollenbeck River - Hollenbeck - Housatonic - Hollenbeck River,-73.264893,41.899369,River/Stream,CESE,Total count:   480
Ammonia-nitrogen,0.005,ppm,,,Ammonia Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-008,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/24/2019,3:45:00 PM,20124,NNT to Sucker Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/24/19,Adj Rt 263,Connecticut,WINCHESTER,,4302 - Mad River - Farmington - Connecticut - Mad River,-73.115359,41.916858,River/Stream,CESE,Total count:   480
Phosphorus,0.027,ppm,,,Total Phosphorus After Block Digestion,"0.010 ppm - Estimated Detection Level, 0.001 ppm - Method Detection Level (MDL)",,,190273-008,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/24/2019,3:45:00 PM,20124,NNT to Sucker Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/24/19,Adj Rt 263,Connecticut,WINCHESTER,,4302 - Mad River - Farmington - Connecticut - Mad River,-73.115359,41.916858,River/Stream,CESE,Total count:   480
Nitrogen,0.259,ppm,,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.050 ppm - Estimated Detection Level, 0.008 ppm - Method Detection Level (MDL)",,,190273-008,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/24/2019,3:45:00 PM,20124,NNT to Sucker Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/24/19,Adj Rt 263,Connecticut,WINCHESTER,,4302 - Mad River - Farmington - Connecticut - Mad River,-73.115359,41.916858,River/Stream,CESE,Total count:   480
Turbidity,1.7,None,,,Turbidity by Nephelometry,"0.300 None - Estimated Detection Level, 0.100 None - Method Detection Level (MDL)",,,190273-008,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/24/2019,3:45:00 PM,20124,NNT to Sucker Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/24/19,Adj Rt 263,Connecticut,WINCHESTER,,4302 - Mad River - Farmington - Connecticut - Mad River,-73.115359,41.916858,River/Stream,CESE,Total count:   480
Total solids,110,ppm,,,Total Residue,"41.000 ppm - Estimated Detection Level, 14.000 ppm - Method Detection Level (MDL)",,,190273-008,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/24/2019,3:45:00 PM,20124,NNT to Sucker Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/24/19,Adj Rt 263,Connecticut,WINCHESTER,,4302 - Mad River - Farmington - Connecticut - Mad River,-73.115359,41.916858,River/Stream,CESE,Total count:   480
"Alkalinity, total",20,ppm,,,Alkalinity by Titration,"6.000 ppm - Estimated Detection Level, 2.000 ppm - Method Detection Level (MDL)",,,190273-008,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/24/2019,3:45:00 PM,20124,NNT to Sucker Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/24/19,Adj Rt 263,Connecticut,WINCHESTER,,4302 - Mad River - Farmington - Connecticut - Mad River,-73.115359,41.916858,River/Stream,CESE,Total count:   480
Silica,5.209,ppm,,,Dissolved Silica by Colorimetry,"0.050 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-008,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/24/2019,3:45:00 PM,20124,NNT to Sucker Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/24/19,Adj Rt 263,Connecticut,WINCHESTER,,4302 - Mad River - Farmington - Connecticut - Mad River,-73.115359,41.916858,River/Stream,CESE,Total count:   480
Calcium,7050,ppb,,,Calcium - AA Spectrometry,"100.000 ppb - Estimated Detection Level, 25.000 ppb - Method Detection Level (MDL)",,,190273-008,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/24/2019,3:45:00 PM,20124,NNT to Sucker Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/24/19,Adj Rt 263,Connecticut,WINCHESTER,,4302 - Mad River - Farmington - Connecticut - Mad River,-73.115359,41.916858,River/Stream,CESE,Total count:   480
Total suspended solids,8,ppm,,,Non-Filterable Residue - TSS,"5.000 ppm - Estimated Detection Level, 2.000 ppm - Method Detection Level (MDL)",,,190273-008,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/24/2019,3:45:00 PM,20124,NNT to Sucker Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/24/19,Adj Rt 263,Connecticut,WINCHESTER,,4302 - Mad River - Farmington - Connecticut - Mad River,-73.115359,41.916858,River/Stream,CESE,Total count:   480
Kjeldahl nitrogen,0.044,ppb,,,None,,,,190273-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,10:15:00 AM,19940,Gunn Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,Adjacent State Hwy 45 in Cornwall,Connecticut,CORNWALL,,6000 - Housatonic River - Housatonic Main Stem - Housatonic - Housatonic River,-73.37902,41.800009,River/Stream,CESE,Total count:   480
Nitrate,0.154,ppm,,,None,,,,190273-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,11:30:00 AM,19957,Merryall Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,~160 M US of Indian Trail Road,Connecticut,NEW MILFORD,,6501 - Merryall Brook - Aspetuck - Housatonic - Merryall Brook,-73.44668,41.651682,River/Stream,CESE,Total count:   480
pH,7.2,None,,,pH,,,,190273-012,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,3:30:00 PM,16649,FARMILL RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 M US Jct of Yutaka Trail and Manhasset Rd,Connecticut,STRATFORD,Needs,6025 - Farmill River - Housatonic Main Stem - Housatonic - Farmill River,-73.1047,41.2633,River/Stream,CESE,Total count:   480
Organic Nitrogen,0.08,ppb,,,None,,,,190273-011,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,1:15:00 PM,18921,"Shepaug River, Unnamed Tributary to",River/Stream Perennial,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 m above mouth,Connecticut,WASHINGTON,,6700 - Shepaug River - Shepaug - Housatonic - Shepaug River,-73.33967,41.60567,River/Stream Perennial,CESE,Total count:   480
Nitrate,0.596,ppm,,,None,,,,190273-012,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,3:30:00 PM,16649,FARMILL RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 M US Jct of Yutaka Trail and Manhasset Rd,Connecticut,STRATFORD,Needs,6025 - Farmill River - Housatonic Main Stem - Housatonic - Farmill River,-73.1047,41.2633,River/Stream,CESE,Total count:   480
Organic Nitrogen,0.04,ppb,,,None,,,,190273-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,10:15:00 AM,19940,Gunn Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,Adjacent State Hwy 45 in Cornwall,Connecticut,CORNWALL,,6000 - Housatonic River - Housatonic Main Stem - Housatonic - Housatonic River,-73.37902,41.800009,River/Stream,CESE,Total count:   480
Organic Nitrogen,0.18,ppb,,,None,,,,190273-012,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,3:30:00 PM,16649,FARMILL RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 M US Jct of Yutaka Trail and Manhasset Rd,Connecticut,STRATFORD,Needs,6025 - Farmill River - Housatonic Main Stem - Housatonic - Farmill River,-73.1047,41.2633,River/Stream,CESE,Total count:   480
Kjeldahl nitrogen,0.308,ppb,,,None,,,,190273-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,11:30:00 AM,19957,Merryall Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,~160 M US of Indian Trail Road,Connecticut,NEW MILFORD,,6501 - Merryall Brook - Aspetuck - Housatonic - Merryall Brook,-73.44668,41.651682,River/Stream,CESE,Total count:   480
pH,6.4,None,,,pH,,,,190273-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,11:30:00 AM,19957,Merryall Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,~160 M US of Indian Trail Road,Connecticut,NEW MILFORD,,6501 - Merryall Brook - Aspetuck - Housatonic - Merryall Brook,-73.44668,41.651682,River/Stream,CESE,Total count:   480
Kjeldahl nitrogen,0.187,ppb,,,None,,,,190273-012,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,3:30:00 PM,16649,FARMILL RIVER,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 M US Jct of Yutaka Trail and Manhasset Rd,Connecticut,STRATFORD,Needs,6025 - Farmill River - Housatonic Main Stem - Housatonic - Farmill River,-73.1047,41.2633,River/Stream,CESE,Total count:   480
Kjeldahl nitrogen,0.087,ppb,,,None,,,,190273-011,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,1:15:00 PM,18921,"Shepaug River, Unnamed Tributary to",River/Stream Perennial,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 m above mouth,Connecticut,WASHINGTON,,6700 - Shepaug River - Shepaug - Housatonic - Shepaug River,-73.33967,41.60567,River/Stream Perennial,CESE,Total count:   480
pH,8,None,,,pH,,,,190273-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,10:15:00 AM,19940,Gunn Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,Adjacent State Hwy 45 in Cornwall,Connecticut,CORNWALL,,6000 - Housatonic River - Housatonic Main Stem - Housatonic - Housatonic River,-73.37902,41.800009,River/Stream,CESE,Total count:   480
pH,7.4,None,,,pH,,,,190273-011,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,1:15:00 PM,18921,"Shepaug River, Unnamed Tributary to",River/Stream Perennial,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 m above mouth,Connecticut,WASHINGTON,,6700 - Shepaug River - Shepaug - Housatonic - Shepaug River,-73.33967,41.60567,River/Stream Perennial,CESE,Total count:   480
Organic Nitrogen,0.301,ppb,,,None,,,,190273-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,11:30:00 AM,19957,Merryall Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,~160 M US of Indian Trail Road,Connecticut,NEW MILFORD,,6501 - Merryall Brook - Aspetuck - Housatonic - Merryall Brook,-73.44668,41.651682,River/Stream,CESE,Total count:   480
Nitrate,0.429,ppm,,,None,,,,190273-011,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,1:15:00 PM,18921,"Shepaug River, Unnamed Tributary to",River/Stream Perennial,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,100 m above mouth,Connecticut,WASHINGTON,,6700 - Shepaug River - Shepaug - Housatonic - Shepaug River,-73.33967,41.60567,River/Stream Perennial,CESE,Total count:   480
Nitrate,0.26,ppm,,,None,,,,190273-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,10:15:00 AM,19940,Gunn Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,Adjacent State Hwy 45 in Cornwall,Connecticut,CORNWALL,,6000 - Housatonic River - Housatonic Main Stem - Housatonic - Housatonic River,-73.37902,41.800009,River/Stream,CESE,Total count:   480
Ammonia-nitrogen,0.004,ppm,,,Ammonia Nitrogen by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,10:15:00 AM,19940,Gunn Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,Adjacent State Hwy 45 in Cornwall,Connecticut,CORNWALL,,6000 - Housatonic River - Housatonic Main Stem - Housatonic - Housatonic River,-73.37902,41.800009,River/Stream,CESE,Total count:   480
Orthophosphate,0.009,ppm,,,Phosphorus by Colorimetry,"0.010 ppm - Estimated Detection Level, 0.001 ppm - Method Detection Level (MDL)",,,190273-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,10:15:00 AM,19940,Gunn Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,Adjacent State Hwy 45 in Cornwall,Connecticut,CORNWALL,,6000 - Housatonic River - Housatonic Main Stem - Housatonic - Housatonic River,-73.37902,41.800009,River/Stream,CESE,Total count:   480
Phosphorus,0.019,ppm,,,Total Phosphorus After Block Digestion,"0.010 ppm - Estimated Detection Level, 0.001 ppm - Method Detection Level (MDL)",,,190273-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,10:15:00 AM,19940,Gunn Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,Adjacent State Hwy 45 in Cornwall,Connecticut,CORNWALL,,6000 - Housatonic River - Housatonic Main Stem - Housatonic - Housatonic River,-73.37902,41.800009,River/Stream,CESE,Total count:   480
Nitrogen,0.304,ppm,,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.050 ppm - Estimated Detection Level, 0.008 ppm - Method Detection Level (MDL)",,,190273-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,10:15:00 AM,19940,Gunn Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,Adjacent State Hwy 45 in Cornwall,Connecticut,CORNWALL,,6000 - Housatonic River - Housatonic Main Stem - Housatonic - Housatonic River,-73.37902,41.800009,River/Stream,CESE,Total count:   480
Organic carbon,1.3,ppm,,,Total Organic Carbon by Combustion,"1.000 ppm - Estimated Detection Level, 0.500 ppm - Method Detection Level (MDL)",,,190273-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,10:15:00 AM,19940,Gunn Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,Adjacent State Hwy 45 in Cornwall,Connecticut,CORNWALL,,6000 - Housatonic River - Housatonic Main Stem - Housatonic - Housatonic River,-73.37902,41.800009,River/Stream,CESE,Total count:   480
Silica,10.958,ppm,,,Dissolved Silica by Colorimetry,"0.050 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,10:15:00 AM,19940,Gunn Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,Adjacent State Hwy 45 in Cornwall,Connecticut,CORNWALL,,6000 - Housatonic River - Housatonic Main Stem - Housatonic - Housatonic River,-73.37902,41.800009,River/Stream,CESE,Total count:   480
Total solids,144,ppm,,,Total Residue,"41.000 ppm - Estimated Detection Level, 14.000 ppm - Method Detection Level (MDL)",,,190273-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,10:15:00 AM,19940,Gunn Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,Adjacent State Hwy 45 in Cornwall,Connecticut,CORNWALL,,6000 - Housatonic River - Housatonic Main Stem - Housatonic - Housatonic River,-73.37902,41.800009,River/Stream,CESE,Total count:   480
"Alkalinity, total",66,ppm,,,Alkalinity by Titration,"6.000 ppm - Estimated Detection Level, 2.000 ppm - Method Detection Level (MDL)",,,190273-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,10:15:00 AM,19940,Gunn Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,Adjacent State Hwy 45 in Cornwall,Connecticut,CORNWALL,,6000 - Housatonic River - Housatonic Main Stem - Housatonic - Housatonic River,-73.37902,41.800009,River/Stream,CESE,Total count:   480
Magnesium,7460,ppb,,,Calcium - AA Spectrometry,"100.000 ppb - Estimated Detection Level, 25.000 ppb - Method Detection Level (MDL)",,,190273-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,10:15:00 AM,19940,Gunn Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,Adjacent State Hwy 45 in Cornwall,Connecticut,CORNWALL,,6000 - Housatonic River - Housatonic Main Stem - Housatonic - Housatonic River,-73.37902,41.800009,River/Stream,CESE,Total count:   480
"Hardness, Ca, Mg",76.1,ppm,,,Hardness in Water by EDTA Titration,"0.700 ppm - Estimated Detection Level, 0.200 ppm - Method Detection Level (MDL)",,,190273-009,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,10:15:00 AM,19940,Gunn Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,Adjacent State Hwy 45 in Cornwall,Connecticut,CORNWALL,,6000 - Housatonic River - Housatonic Main Stem - Housatonic - Housatonic River,-73.37902,41.800009,River/Stream,CESE,Total count:   480
Nitrogen,0.462,ppm,,,Nitrate-Nitrite Nitrogen by Colorimetry,"0.050 ppm - Estimated Detection Level, 0.008 ppm - Method Detection Level (MDL)",,,190273-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,11:30:00 AM,19957,Merryall Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,~160 M US of Indian Trail Road,Connecticut,NEW MILFORD,,6501 - Merryall Brook - Aspetuck - Housatonic - Merryall Brook,-73.44668,41.651682,River/Stream,CESE,Total count:   480
Total suspended solids,4,ppm,,,Non-Filterable Residue - TSS,"5.000 ppm - Estimated Detection Level, 2.000 ppm - Method Detection Level (MDL)",,,190273-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,11:30:00 AM,19957,Merryall Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,~160 M US of Indian Trail Road,Connecticut,NEW MILFORD,,6501 - Merryall Brook - Aspetuck - Housatonic - Merryall Brook,-73.44668,41.651682,River/Stream,CESE,Total count:   480
Organic carbon,4.9,ppm,,,Total Organic Carbon by Combustion,"1.000 ppm - Estimated Detection Level, 0.500 ppm - Method Detection Level (MDL)",,,190273-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,11:30:00 AM,19957,Merryall Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,~160 M US of Indian Trail Road,Connecticut,NEW MILFORD,,6501 - Merryall Brook - Aspetuck - Housatonic - Merryall Brook,-73.44668,41.651682,River/Stream,CESE,Total count:   480
Silica,6.07,ppm,,,Dissolved Silica by Colorimetry,"0.050 ppm - Estimated Detection Level, 0.003 ppm - Method Detection Level (MDL)",,,190273-010,2,0.1,m,Center of Channel,discrete,Sample-Routine,Discrete Surface,7/26/2019,11:30:00 AM,19957,Merryall Brook,River/Stream,Benthic Algae Project - 2019,Benthic Algae Project - 2019 - 07/26/19,~160 M US of Indian Trail Road,Connecticut,NEW MILFORD,,6501 - Merryall Brook - Aspetuck - Housatonic - Merryall Brook,-73.44668,41.651682,River/Stream,CESE,Total count:   480
